Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,A1stFlrSF,A2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,A3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
219,50,4,98,15660,Pave,1,IR1,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,7,8,2,312,Gd,Gd,CBlock,4,4,4,2,341,6,0,457,798,GasA,Ex,Y,5,1137,817,80,1954,0,1,1,1,3,1,3,8,6,2,4,2,1939,3,2,431,4,4,Y,0,119,150,0,0,0,5,5,3,0,5,2008,7,Normal,311500
220,120,4,43,3010,Pave,1,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,7,8,2,16,Gd,TA,PConc,3,4,2,3,16,6,0,1232,1248,GasA,Ex,Y,5,1248,834,384,1248,0,0,2,0,2,1,3,5,6,0,6,2,2005,1,2,438,4,4,Y,108,0,0,0,0,0,5,5,3,0,3,2006,6,Partial,167240
221,20,4,73,8990,Pave,2,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,7,8,3,1047,Gd,TA,PConc,3,4,3,6,958,6,0,1498,1498,GasA,Ex,Y,5,1498,896,232,1498,0,0,2,0,2,1,3,5,6,0,6,2,2006,2,2,675,4,4,Y,351,33,0,0,0,0,5,5,3,0,4,2006,6,Partial,204900
222,60,4,78,8068,Pave,2,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,7,8,3,479,Gd,TA,PConc,3,4,4,6,400,6,0,1010,1010,GasA,Ex,Y,5,1010,1257,514,2267,0,0,2,1,4,1,3,8,6,1,4,4,2002,2,2,390,4,4,Y,120,46,0,0,0,0,5,5,3,0,12,2009,3,Normal,200000
223,60,4,85,11475,Pave,1,Reg,Lvl,1,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,7,8,3,272,TA,TA,CBlock,3,4,4,1,550,6,0,163,713,GasA,TA,Y,5,811,741,390,1552,1,0,2,1,3,1,4,6,6,1,4,2,1975,2,2,434,4,4,Y,209,208,0,0,0,0,5,3,3,0,2,2006,7,Normal,179900
224,20,4,70,10500,Pave,2,Reg,Lvl,1,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,4,4,3,230,TA,TA,CBlock,4,4,4,1,524,4,180,160,864,GasA,Gd,Y,5,864,1092,205,864,0,0,1,0,2,1,4,4,6,0,6,6,1989,3,2,576,4,4,Y,216,0,0,0,0,0,5,5,3,0,3,2009,7,Abnorml,97000
225,20,4,103,13472,Pave,1,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,7,8,2,922,Ex,TA,PConc,1,4,1,3,56,6,0,2336,2392,GasA,Ex,Y,5,2392,896,234,2392,0,0,2,0,3,1,1,8,6,1,1,2,2003,1,3,968,4,4,Y,248,105,0,0,0,0,5,5,3,0,6,2009,7,Normal,386250
226,160,5,21,1680,Pave,1,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,4,4,2,142,TA,TA,CBlock,4,4,4,6,650,6,0,630,630,GasA,TA,Y,5,630,672,528,1302,0,0,2,1,3,1,4,6,6,0,6,6,1991,3,1,280,4,4,Y,0,0,0,0,0,0,5,5,3,0,5,2009,1,Abnorml,112000
227,60,4,82,9950,Pave,2,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,7,8,2,290,Gd,TA,PConc,3,4,4,3,565,6,0,638,1203,GasA,Ex,Y,5,1214,1306,390,2520,0,0,2,1,4,1,3,9,6,1,4,2,1995,2,3,721,4,4,Y,224,114,0,0,0,0,5,5,3,0,6,2007,7,Abnorml,290000
228,160,5,21,1869,Pave,2,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,4,4,2,127,TA,TA,CBlock,4,4,4,5,321,6,0,162,483,GasA,TA,Y,5,483,504,232,987,0,0,1,1,2,1,4,5,6,0,6,6,1987,3,1,280,4,4,Y,0,0,0,0,0,0,5,5,3,0,9,2008,7,Normal,106000
229,20,4,70,8521,Pave,1,Reg,Lvl,1,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,4,4,3,246,TA,TA,CBlock,4,4,4,1,842,6,0,70,912,GasA,TA,Y,5,912,780,392,912,0,0,1,0,3,1,4,5,6,1,2,6,1974,3,1,336,4,4,Y,0,0,0,0,0,0,5,3,3,0,5,2010,7,Normal,125000
230,120,4,43,3182,Pave,1,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,7,8,2,16,Gd,TA,PConc,3,4,2,3,16,6,0,1357,1373,GasA,Ex,Y,5,1555,504,371,1555,0,0,2,0,2,1,3,7,6,1,4,2,2005,1,2,430,4,4,Y,143,20,0,0,0,0,5,5,3,0,5,2009,7,Normal,192500
231,20,4,73,8760,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,5,6,2,220,TA,TA,CBlock,4,4,4,6,1128,6,0,1194,1194,GasA,TA,Y,5,1194,639,514,1194,1,0,1,0,3,1,4,6,6,0,6,2,1959,2,1,312,4,4,Y,0,0,120,0,0,0,5,5,3,0,4,2010,7,Normal,148000
232,60,4,174,15138,Pave,2,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,7,8,2,506,Gd,TA,PConc,3,4,4,3,689,6,0,773,1462,GasA,Ex,Y,5,1490,1304,384,2794,1,0,2,1,4,1,1,9,6,1,4,2,1995,1,3,810,4,4,Y,0,146,202,0,0,0,5,5,3,0,7,2009,7,Normal,403000
233,160,5,21,1680,Pave,2,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,4,4,2,297,TA,TA,CBlock,4,4,4,6,179,6,0,483,483,GasA,TA,Y,5,483,504,371,987,0,0,1,1,2,1,4,5,6,1,5,2,1972,3,1,288,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2006,7,Normal,94500
234,20,4,75,10650,Pave,1,Reg,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,4,4,3,664,TA,TA,CBlock,4,2,2,4,182,1,712,1152,894,GasA,TA,Y,5,894,571,481,894,1,0,1,0,3,1,4,5,6,0,6,2,1976,3,1,308,4,4,Y,365,0,0,0,0,0,5,3,3,0,2,2010,7,Normal,128200
235,60,4,60,7851,Pave,1,Reg,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,7,8,2,146,Gd,TA,PConc,3,4,4,3,625,6,0,235,860,GasA,Ex,Y,5,860,1100,515,1960,1,0,2,1,4,1,3,8,6,2,4,4,2002,1,2,440,4,4,Y,288,48,0,0,0,0,5,5,3,0,5,2010,7,Normal,216500
236,160,5,21,1680,Pave,1,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,4,4,2,604,TA,TA,CBlock,4,4,4,1,358,6,0,125,483,GasA,TA,Y,5,483,504,513,987,0,0,1,1,2,1,4,5,6,0,6,6,1971,3,1,264,4,4,Y,0,0,0,0,0,0,5,5,3,0,8,2008,7,Normal,89500
237,20,4,65,8773,Pave,2,Reg,Lvl,1,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,7,8,2,98,Gd,TA,PConc,3,4,2,3,24,6,0,1390,1414,GasA,Ex,Y,5,1414,1538,479,1414,0,0,2,0,3,1,3,6,6,0,6,2,2004,2,2,494,4,4,Y,132,105,0,0,0,0,5,5,3,0,5,2010,7,Normal,185500
238,60,4,44,9453,Pave,1,IR1,Lvl,1,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,4,4,3,318,Gd,TA,PConc,3,4,4,2,402,6,0,594,996,GasA,Ex,Y,5,1014,730,232,1744,0,0,2,1,3,1,3,7,6,0,6,2,1993,2,2,457,4,4,Y,370,70,0,238,0,0,5,5,3,0,2,2010,7,Normal,194500
239,20,4,93,12030,Pave,1,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,7,8,2,254,Ex,TA,PConc,1,4,4,6,698,6,0,1694,1694,GasA,Ex,Y,5,1694,445,120,1694,0,0,2,0,3,1,3,7,6,0,6,2,2007,1,3,818,4,4,Y,168,228,0,0,0,0,5,5,3,0,12,2007,6,Partial,318000
240,50,4,52,8741,Pave,2,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,7,8,3,336,TA,TA,CBlock,4,1,4,4,94,6,0,641,735,GasA,TA,Y,1,798,689,80,1487,0,0,1,1,3,1,4,7,6,1,3,6,1949,3,1,220,4,4,Y,0,140,0,0,0,0,5,3,3,0,4,2010,7,Normal,113000
241,20,2,75,9000,Pave,1,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,7,8,4,36,Gd,TA,PConc,3,4,2,3,1078,6,0,488,1566,GasA,Ex,Y,5,1566,1070,360,1566,1,0,2,0,3,1,3,7,6,0,6,2,2008,2,2,750,4,4,Y,144,168,0,0,0,0,5,5,3,0,4,2010,7,Normal,262500
242,30,5,40,3880,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,7,8,3,72,TA,Gd,CBlock,4,4,4,1,329,6,0,357,686,GasA,Gd,Y,5,866,581,360,866,0,0,1,0,2,1,3,4,6,0,6,7,1930,4,0,0,6,6,Y,58,42,0,0,0,0,5,5,3,0,8,2007,7,Normal,110500
243,50,5,63,5000,Pave,2,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,8,9,3,90,TA,TA,BrkTil,4,4,4,6,712,6,0,540,540,GasA,Gd,N,1,889,551,80,1440,0,0,1,0,3,1,4,6,6,0,6,2,1940,3,1,352,2,4,Y,0,0,77,0,0,0,5,5,3,0,4,2006,7,Normal,79000
244,160,4,75,10762,Pave,1,Reg,Lvl,1,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,4,9,3,338,TA,TA,CBlock,3,4,4,6,1480,6,0,626,626,GasA,TA,Y,5,626,591,232,1217,0,0,1,1,3,1,4,6,6,1,4,2,1980,2,1,288,4,4,Y,0,28,0,0,0,0,5,5,3,0,4,2009,7,Normal,120000
245,60,4,85,8880,Pave,2,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,7,8,3,302,Gd,TA,PConc,3,4,4,3,695,6,0,253,948,GasA,Ex,Y,5,1222,888,514,2110,1,0,2,1,3,1,3,8,6,2,2,2,1994,2,2,463,4,4,Y,0,130,0,0,0,0,5,5,3,0,5,2010,7,Normal,205000
246,20,4,80,10400,Pave,2,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,8,9,2,102,TA,TA,CBlock,3,4,2,3,929,6,0,916,1845,GasA,Gd,Y,5,1872,868,234,1872,0,1,2,0,3,1,4,6,6,1,4,2,1988,1,2,604,4,4,Y,197,39,0,0,0,0,5,5,3,0,6,2006,7,Normal,241500
247,190,5,69,9142,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,1,1,3,183,TA,Fa,Stone,2,4,4,6,1270,6,0,1020,1020,GasA,Gd,N,3,908,1020,156,1928,0,0,2,0,4,2,2,9,6,0,6,6,1910,3,1,440,5,5,Y,0,60,112,0,0,0,5,5,3,0,4,2006,7,Normal,137000
248,20,4,75,11310,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,8,2,3,186,TA,TA,CBlock,4,4,4,6,772,6,0,1367,1367,GasA,Ex,Y,5,1375,739,120,1375,0,0,1,0,2,1,4,5,6,1,4,2,1954,3,2,451,4,4,Y,0,30,0,0,0,0,5,5,3,0,6,2006,7,Normal,140000
249,60,4,72,11317,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,7,8,2,101,Gd,TA,PConc,3,4,4,6,662,6,0,840,840,GasA,Ex,Y,5,840,828,572,1668,0,0,2,1,3,1,3,8,6,0,6,2,2003,2,2,500,4,4,Y,144,68,0,0,0,0,5,5,3,0,9,2007,7,Normal,180000
250,50,4,42,159000,Pave,1,IR2,Low,1,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,8,4,1,472,Gd,TA,CBlock,3,4,1,5,697,6,0,747,1444,GasA,Gd,Y,5,1444,700,53,2144,0,1,2,0,4,1,3,7,6,2,4,2,1958,1,2,389,4,4,Y,0,98,0,0,0,0,5,5,2,500,6,2007,7,Normal,277000
251,30,4,55,5350,Pave,1,IR1,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,8,8,3,60,TA,Po,CBlock,4,4,4,6,998,6,0,728,728,GasA,Ex,Y,5,1306,611,392,1306,0,0,1,0,3,1,2,6,5,0,6,7,1962,4,0,0,6,6,Y,263,0,0,0,0,0,5,2,2,450,5,2010,7,Normal,76500
252,120,5,44,4750,Pave,2,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,7,8,4,481,Gd,TA,PConc,3,4,1,3,1573,6,0,384,1573,GasA,Ex,Y,5,1625,846,156,1625,1,1,2,0,2,1,3,5,6,1,3,2,2006,1,2,538,4,4,Y,123,0,0,0,153,0,5,5,3,0,12,2007,7,Family,235000
253,60,4,65,8366,Pave,1,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,7,8,3,40,Gd,TA,PConc,3,4,4,6,275,6,0,798,798,GasA,Ex,Y,5,798,842,384,1640,0,0,2,1,3,1,3,6,6,0,6,2,2004,2,2,520,4,4,Y,138,45,0,0,0,0,5,5,3,0,12,2008,7,Normal,173000
254,80,4,85,9350,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,4,4,2,108,TA,TA,CBlock,3,4,1,4,270,1,580,452,1302,GasA,Ex,Y,5,1302,1141,384,1302,0,1,2,0,3,1,3,7,3,0,6,2,1964,2,1,309,4,4,Y,333,0,0,0,0,0,5,3,3,0,10,2007,5,Normal,158000
255,20,4,70,8400,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,5,6,3,100,TA,Gd,CBlock,4,4,4,5,922,6,0,392,1314,GasA,TA,Y,5,1314,574,513,1314,1,0,1,0,3,1,4,5,6,0,6,2,1957,2,1,294,4,4,Y,250,0,0,0,0,0,5,5,3,0,6,2010,7,Normal,145000
256,60,4,66,8738,Pave,1,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,7,8,2,302,Gd,TA,PConc,3,4,4,6,390,6,0,975,975,GasA,Ex,Y,5,1005,1286,515,2291,0,0,2,1,4,1,3,8,6,1,4,4,1999,1,2,429,4,4,Y,192,0,0,0,0,0,5,5,3,0,2,2006,7,Normal,230000
257,60,2,64,8791,Pave,1,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,7,8,3,335,Gd,TA,PConc,3,4,4,5,503,6,0,361,864,GasA,Ex,Y,5,864,864,232,1728,0,0,2,1,3,1,3,7,6,0,6,2,2003,2,2,673,4,4,Y,216,56,0,0,0,0,5,5,3,0,5,2008,7,Normal,207500
258,20,4,68,8814,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,7,8,4,180,Gd,TA,PConc,3,4,4,3,1334,6,0,270,1604,GasA,Ex,Y,5,1604,785,80,1604,1,0,2,1,3,1,3,8,6,1,3,2,2006,2,2,660,4,4,Y,123,110,0,0,0,0,5,5,3,0,3,2009,7,Abnorml,220000
259,60,4,80,12435,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,7,8,2,172,Gd,TA,PConc,3,4,4,3,361,6,0,602,963,GasA,Ex,Y,5,963,829,513,1792,0,0,2,1,3,1,3,7,6,1,4,2,2001,2,2,564,4,4,Y,0,96,0,245,0,0,5,5,3,0,5,2008,7,Normal,231500
260,20,5,70,12702,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,2,2,3,186,TA,TA,PConc,5,5,5,7,663,7,0,308,825,GasA,Gd,Y,1,882,1288,234,882,0,0,1,0,2,1,4,4,6,0,6,6,1956,3,1,308,4,4,Y,0,45,0,0,0,0,5,5,3,0,12,2008,7,Normal,97000
261,80,4,120,19296,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,8,9,2,399,TA,TA,CBlock,4,4,1,5,672,1,690,277,1362,GasA,TA,Y,5,1382,1111,479,1382,1,0,1,0,3,1,4,6,6,1,4,2,1991,3,2,884,4,4,Y,0,0,252,0,0,0,5,2,3,0,5,2009,7,Normal,176000
262,60,4,69,9588,Pave,1,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,3,8,4,270,Gd,TA,PConc,1,4,4,6,506,6,0,1482,1482,GasA,Ex,Y,5,1482,1092,513,2574,0,0,2,1,3,1,1,10,6,1,3,4,2007,1,3,868,4,4,Y,0,148,0,0,0,0,5,5,3,0,11,2007,6,Partial,276000
263,80,4,88,8471,Pave,2,IR1,Lvl,1,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,4,8,2,46,TA,TA,CBlock,3,2,2,1,506,6,0,1234,506,GasA,TA,Y,5,1212,842,513,1212,1,0,1,0,3,1,4,6,6,1,4,2,1978,3,2,492,4,4,Y,292,12,0,0,0,0,5,2,3,0,7,2006,7,Normal,151000
264,50,5,50,5500,Pave,1,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,8,9,3,96,TA,TA,BrkTil,4,4,4,4,234,1,692,1346,926,GasA,TA,Y,5,926,441,390,1316,1,0,1,0,3,1,4,6,6,0,6,6,1974,3,2,484,4,4,Y,0,0,0,0,0,0,5,5,3,0,4,2010,7,Normal,130000
265,30,5,30,5232,Pave,1,IR3,Bnk,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,8,9,3,294,TA,TA,BrkTil,2,4,4,6,241,6,0,680,680,GasA,Gd,N,3,764,1093,514,764,0,0,1,0,2,1,4,4,6,0,6,6,1965,3,2,504,4,4,N,0,0,0,0,0,0,5,5,3,0,6,2008,7,Normal,73000
266,20,4,78,12090,Pave,2,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,5,6,2,210,TA,Gd,CBlock,3,4,4,3,588,4,228,606,1422,GasA,TA,Y,5,1422,550,80,1422,0,0,2,0,3,1,3,7,6,1,4,2,1981,1,2,576,4,4,Y,276,0,0,0,0,0,5,1,3,0,6,2008,7,Normal,175500
267,60,4,70,11207,Pave,2,IR1,HLS,1,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,7,8,3,110,TA,TA,PConc,3,4,2,3,714,6,0,88,802,GasA,Gd,Y,5,802,709,360,1511,1,0,2,1,3,1,4,8,6,1,4,2,1997,1,2,413,4,4,Y,95,75,0,0,0,0,5,5,3,0,6,2006,7,Normal,185000
268,75,4,60,8400,Pave,1,Reg,Bnk,1,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,8,9,3,256,TA,TA,PConc,4,4,4,4,378,6,0,342,720,GasA,Ex,Y,5,1052,720,420,2192,0,0,2,1,4,1,3,8,6,1,3,6,1939,3,1,240,4,4,Y,262,24,0,0,0,0,5,5,3,0,7,2008,7,Normal,179500
269,30,5,71,6900,Pave,1,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,7,8,3,365,TA,TA,CBlock,4,4,4,1,403,5,125,212,740,GasA,Ex,Y,5,778,668,481,778,0,0,1,0,2,1,4,4,6,1,3,6,1966,1,1,924,1,1,Y,0,25,0,0,0,0,5,5,3,0,2,2008,7,Normal,120500
270,20,4,65,7917,Pave,2,IR1,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,4,4,2,174,TA,Gd,CBlock,4,2,4,2,751,6,0,392,1143,GasA,TA,Y,5,1113,698,120,1113,1,0,1,1,3,1,4,6,6,1,2,2,1987,2,1,504,4,3,Y,370,30,0,0,0,0,5,1,3,0,5,2007,7,Normal,148000
271,60,2,84,10728,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,7,8,3,72,Gd,TA,PConc,3,4,3,6,1201,6,0,1095,1095,GasA,Gd,Y,5,1095,844,80,1939,0,0,2,1,3,1,3,8,6,1,3,2,2006,2,3,1053,4,4,Y,192,51,0,0,0,0,5,5,3,0,8,2006,6,Partial,266000
272,20,4,73,39104,Pave,2,IR1,Low,1,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,5,8,3,420,TA,TA,CBlock,3,4,1,4,226,3,1063,96,1385,GasA,Ex,Y,5,1363,711,392,1363,1,0,1,0,2,1,4,5,5,2,4,2,1954,3,2,439,4,4,Y,81,0,0,0,0,0,5,5,3,0,4,2008,7,Normal,241500
273,60,4,92,11764,Pave,1,IR1,Lvl,1,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,7,8,2,348,Gd,TA,PConc,3,4,4,3,524,6,0,628,1152,GasA,Ex,Y,5,1164,1106,205,2270,0,0,2,1,4,1,3,9,6,1,3,2,1999,1,3,671,4,4,Y,132,57,0,0,0,0,5,5,3,0,4,2010,7,Normal,290000
274,20,4,80,9600,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,8,9,1,183,TA,TA,CBlock,4,4,4,5,620,4,620,93,1240,GasA,Gd,Y,5,1632,812,80,1632,1,0,2,0,3,1,4,6,3,1,3,2,1958,2,1,338,4,4,Y,289,0,0,0,0,0,5,3,3,0,4,2009,7,Normal,139000
275,20,4,76,8314,Pave,2,Reg,Lvl,1,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,4,5,3,816,TA,TA,CBlock,4,4,1,1,546,6,0,270,816,GasA,TA,Y,5,816,910,479,816,0,0,1,0,2,1,4,5,6,0,6,2,1982,3,1,264,4,4,Y,168,0,0,0,0,0,5,5,3,0,6,2007,7,Normal,124500
276,50,4,55,7264,Pave,1,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,8,9,3,200,Gd,Gd,BrkTil,4,4,4,6,319,6,0,952,952,GasW,Gd,N,5,952,596,514,1548,0,0,2,1,3,1,1,5,6,0,6,6,1978,3,2,672,4,4,Y,74,0,0,0,144,0,5,5,3,0,10,2009,7,Normal,205000
277,20,4,129,9196,Pave,1,IR1,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,7,8,3,513,Gd,TA,PConc,1,4,4,6,976,6,0,1560,1560,GasA,Ex,Y,5,1560,892,53,1560,0,0,2,0,3,1,3,7,6,0,6,2,2003,1,2,573,4,4,Y,100,150,0,0,0,0,5,5,3,0,4,2010,7,Normal,201000
278,20,4,140,19138,Pave,1,Reg,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,7,8,3,200,TA,TA,CBlock,4,4,4,4,120,6,0,744,864,GasA,Ex,Y,5,864,1254,120,864,0,0,1,0,2,1,4,4,6,0,6,6,1951,3,2,400,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2010,7,Normal,141000
279,20,4,107,14450,Pave,1,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,3,6,2,315,Ex,TA,PConc,1,4,1,6,442,6,0,2121,2121,GasA,Ex,Y,5,2121,887,120,2121,0,0,2,1,3,1,1,8,6,1,1,2,2007,1,3,732,4,4,Y,124,98,0,0,142,0,5,5,3,0,5,2007,6,Partial,415298
280,60,4,83,10005,Pave,2,Reg,Lvl,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,7,8,2,299,TA,TA,CBlock,3,4,4,2,392,6,0,768,1160,GasA,Ex,Y,5,1156,866,144,2022,0,0,2,1,4,1,4,8,6,1,4,2,1977,1,2,505,4,4,Y,288,117,0,0,0,0,5,5,3,0,3,2008,7,Normal,192000
